1692983941.003744 server started (84788): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1692983941.003775 on Darwin 22.3.0 Darwin Kernel Version 22.3.0: Mon Jan 30 20:39:46 PST 2023; root:xnu-8792.81.3~2/RELEASE_ARM64_T6020
1692983941.003783 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.4
1692983941.003864 input_key_build: 0x10e003 (PasteStart) is \033[200~
1692983941.003870 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1692983941.003891 input_key_build: 0x10e195 (F1) is \033OP
1692983941.003896 input_key_build: 0x10e196 (F2) is \033OQ
1692983941.003900 input_key_build: 0x10e197 (F3) is \033OR
1692983941.003904 input_key_build: 0x10e198 (F4) is \033OS
1692983941.003909 input_key_build: 0x10e199 (F5) is \033[15~
1692983941.003935 input_key_build: 0x10e19a (F6) is \033[17~
1692983941.003955 input_key_build: 0x10e19b (F7) is \033[18~
1692983941.003963 input_key_build: 0x10e19c (F8) is \033[19~
1692983941.003968 input_key_build: 0x10e19d (F9) is \033[20~
1692983941.003973 input_key_build: 0x10e19e (F10) is \033[21~
1692983941.003978 input_key_build: 0x10e19f (F11) is \033[23~
1692983941.003983 input_key_build: 0x10e1a0 (F12) is \033[24~
1692983941.003988 input_key_build: 0x10e1a1 (IC) is \033[2~
1692983941.003993 input_key_build: 0x10e1a2 (DC) is \033[3~
1692983941.003998 input_key_build: 0x10e1a3 (Home) is \033[1~
1692983941.004002 input_key_build: 0x10e1a4 (End) is \033[4~
1692983941.004006 input_key_build: 0x10e1a5 (NPage) is \033[6~
1692983941.004010 input_key_build: 0x10e1a6 (PPage) is \033[5~
1692983941.004015 input_key_build: 0x10e1a7 (BTab) is \033[Z
1692983941.004019 input_key_build: 0x10e1a8 (Up) is \033[A
1692983941.004024 input_key_build: 0x10e1a9 (Down) is \033[B
1692983941.004028 input_key_build: 0x10e1aa (Left) is \033[D
1692983941.004032 input_key_build: 0x10e1ab (Right) is \033[C
1692983941.004036 input_key_build: 0x10e1ac (KP/) is /
1692983941.004040 input_key_build: 0x10e1ad (KP*) is *
1692983941.004044 input_key_build: 0x10e1ae (KP-) is -
1692983941.004048 input_key_build: 0x10e1af (KP7) is 7
1692983941.004052 input_key_build: 0x10e1b0 (KP8) is 8
1692983941.004055 input_key_build: 0x10e1b1 (KP9) is 9
1692983941.004059 input_key_build: 0x10e1b2 (KP+) is +
1692983941.004064 input_key_build: 0x10e1b3 (KP4) is 4
1692983941.004067 input_key_build: 0x10e1b4 (KP5) is 5
1692983941.004071 input_key_build: 0x10e1b5 (KP6) is 6
1692983941.004075 input_key_build: 0x10e1b6 (KP1) is 1
1692983941.004078 input_key_build: 0x10e1b7 (KP2) is 2
1692983941.004082 input_key_build: 0x10e1b8 (KP3) is 3
1692983941.004086 input_key_build: 0x10e1b9 (KPEnter) is \n
1692983941.004090 input_key_build: 0x10e1ba (KP0) is 0
1692983941.004094 input_key_build: 0x10e1bb (KP.) is .
1692983941.004098 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1692983941.004102 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1692983941.004107 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1692983941.004111 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1692983941.004115 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1692983941.004119 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1692983941.004123 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1692983941.004126 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1692983941.004130 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1692983941.004134 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1692983941.004138 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1692983941.004142 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1692983941.004146 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1692983941.004150 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1692983941.004154 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1692983941.004159 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1692983941.004163 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1692983941.004167 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1692983941.004171 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1692983941.004182 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1692983941.004185 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1692983941.004188 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1692983941.004191 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1692983941.004196 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1692983941.004200 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1692983941.004204 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1692983941.004208 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1692983941.004211 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1692983941.004214 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1692983941.004217 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1692983941.004220 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1692983941.004224 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1692983941.004227 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1692983941.004230 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1692983941.004233 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1692983941.004236 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1692983941.004239 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1692983941.004242 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1692983941.004245 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1692983941.004248 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1692983941.004253 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1692983941.004256 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1692983941.004259 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1692983941.004262 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1692983941.004265 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1692983941.004268 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1692983941.004271 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1692983941.004274 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1692983941.004278 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1692983941.004281 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1692983941.004284 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1692983941.004287 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1692983941.004290 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1692983941.004293 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1692983941.004296 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1692983941.004299 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1692983941.004302 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1692983941.004305 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1692983941.004308 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1692983941.004311 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1692983941.004315 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1692983941.004318 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1692983941.004321 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1692983941.004324 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1692983941.004327 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1692983941.004330 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1692983941.004333 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1692983941.004336 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1692983941.004339 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1692983941.004343 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1692983941.004346 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1692983941.004349 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1692983941.004352 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1692983941.004355 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1692983941.004358 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1692983941.004361 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1692983941.004368 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1692983941.004372 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1692983941.004375 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1692983941.004378 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1692983941.004381 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1692983941.004385 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1692983941.004388 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1692983941.004391 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1692983941.004394 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1692983941.004397 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1692983941.004400 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1692983941.004403 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1692983941.004406 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1692983941.004409 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1692983941.004412 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1692983941.004415 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1692983941.004418 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1692983941.004421 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1692983941.004424 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1692983941.004427 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1692983941.004430 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1692983941.004433 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1692983941.004436 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1692983941.004439 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1692983941.004442 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1692983941.004445 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1692983941.004448 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1692983941.004452 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1692983941.004455 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1692983941.004458 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1692983941.004461 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1692983941.004464 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1692983941.004467 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1692983941.004470 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1692983941.004473 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1692983941.004476 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1692983941.004480 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1692983941.004483 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1692983941.004486 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1692983941.004489 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1692983941.004491 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1692983941.004494 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1692983941.004497 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1692983941.004500 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1692983941.004503 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1692983941.004506 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1692983941.004510 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1692983941.004513 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1692983941.004516 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1692983941.004519 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1692983941.004522 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1692983941.004525 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1692983941.004528 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1692983941.004531 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1692983941.004534 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1692983941.004541 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1692983941.004544 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1692983941.004546 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1692983941.004549 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1692983941.004552 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1692983941.004555 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1692983941.004558 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1692983941.004562 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
